Moorpark College — 29 Games — All Athletes — Totals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lineup,0,eFG%,TO%,OREB%,DREB%,FTF,VPS,0,FGM,FGA,FG%,eFG%,0,2FGM,2FGA,2FG%,0,3FGM,3FGA,3FG%,0,FTM,FTA,FT%,0,PF,PA,PPP,PPG,+/-,MINS,0,TP,PoT,SCP,PiP,0,OREB,OREB%,DREB,DREB%,REB,0,AST,TO,A/TO,TO%,0,SLOB,SLOB%,PPSLOB,BLOB,BLOB%,PPBLOB,0,DEFL,STL,BLK,FOUL,CHG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#3 E.K. #21 J.J. #24 A.G.,#3 E.K.,#21 J.J.,#24 A.G.,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,#1 J.C. #5 T.S. #12 D.B. #31 N.C.,#1 J.C.,#5 T.S.,#12 D.B.,#31 N.C.,12,97.0,113.1,-16.2,50.0,40.0,62.5,32.3,62.5,,,,#1 J.C. #2 A.B. #11 E.E. #14 J.Z. #22 R.F.,#1 J.C.,#2 A.B.,#11 E.E.,#14 J.Z.,#22 R.F.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#3 E.K. #21 J.J. #30 C.S.,#3 E.K.,#21 J.J.,#30 C.S.,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,#1 J.C. #5 T.S. #12 D.B. #33 T.H.,#1 J.C.,#5 T.S.,#12 D.B.,#33 T.H.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,#1 J.C. #2 A.B. #11 E.E. #14 J.Z. #24 A.G.,#1 J.C.,#2 A.B.,#11 E.E.,#14 J.Z.,#24 A.G.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#3 E.K. #21 J.J. #31 N.C.,#3 E.K.,#21 J.J.,#31 N.C.,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,#1 J.C. #5 T.S. #14 J.Z. #15 P.K.,#1 J.C.,#5 T.S.,#14 J.Z.,#15 P.K.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,#1 J.C. #2 A.B. #11 E.E. #14 J.Z. #30 C.S.,#1 J.C.,#2 A.B.,#11 E.E.,#14 J.Z.,#30 C.S.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#3 E.K. #21 J.J. #33 T.H.,#3 E.K.,#21 J.J.,#33 T.H.,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,#1 J.C. #5 T.S. #14 J.Z. #20 J.F.,#1 J.C.,#5 T.S.,#14 J.Z.,#20 J.F.,37,103.1,57.0,46.1,50.0,38.1,87.5,19.0,17.1,,,,#1 J.C. #2 A.B. #11 E.E. #14 J.Z. #31 N.C.,#1 J.C.,#2 A.B.,#11 E.E.,#14 J.Z.,#31 N.C.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#3 E.K. #22 R.F. #24 A.G.,#3 E.K.,#22 R.F.,#24 A.G.,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,#1 J.C. #5 T.S. #14 J.Z. #21 J.J.,#1 J.C.,#5 T.S.,#14 J.Z.,#21 J.J.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,#1 J.C. #2 A.B. #11 E.E. #14 J.Z. #33 T.H.,#1 J.C.,#2 A.B.,#11 E.E.,#14 J.Z.,#33 T.H.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#3 E.K. #22 R.F. #30 C.S.,#3 E.K.,#22 R.F.,#30 C.S.,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,#1 J.C. #5 T.S. #14 J.Z. #22 R.F.,#1 J.C.,#5 T.S.,#14 J.Z.,#22 R.F.,27,87.7,91.3,-3.7,38.9,33.3,61.5,14.6,18.5,,,,#1 J.C. #2 A.B. #11 E.E. #15 P.K. #20 J.F.,#1 J.C.,#2 A.B.,#11 E.E.,#15 P.K.,#20 J.F.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#3 E.K. #22 R.F. #31 N.C.,#3 E.K.,#22 R.F.,#31 N.C.,83,94.6,67.1,27.5,49.4,32.1,84.6,23.7,27.4,,,,,,,,,,,,,,,,,#1 J.C. #5 T.S. #14 J.Z. #24 A.G.,#1 J.C.,#5 T.S.,#14 J.Z.,#24 A.G.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,#1 J.C. #2 A.B. #11 E.E. #15 P.K. #21 J.J.,#1 J.C.,#2 A.B.,#11 E.E.,#15 P.K.,#21 J.J.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#3 E.K. #22 R.F. #33 T.H.,#3 E.K.,#22 R.F.,#33 T.H.,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,#1 J.C. #5 T.S. #14 J.Z. #30 C.S.,#1 J.C.,#5 T.S.,#14 J.Z.,#30 C.S.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,#1 J.C. #2 A.B. #11 E.E. #15 P.K. #22 R.F.,#1 J.C.,#2 A.B.,#11 E.E.,#15 P.K.,#22 R.F.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#3 E.K. #24 A.G. #30 C.S.,#3 E.K.,#24 A.G.,#30 C.S.,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,#1 J.C. #5 T.S. #14 J.Z. #31 N.C.,#1 J.C.,#5 T.S.,#14 J.Z.,#31 N.C.,31,113.7,97.4,16.2,65.2,36.7,71.7,22.7,34.5,,,,#1 J.C. #2 A.B. #11 E.E. #15 P.K. #24 A.G.,#1 J.C.,#2 A.B.,#11 E.E.,#15 P.K.,#24 A.G.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#3 E.K. #24 A.G. #31 N.C.,#3 E.K.,#24 A.G.,#31 N.C.,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,#1 J.C. #5 T.S. #14 J.Z. #33 T.H.,#1 J.C.,#5 T.S.,#14 J.Z.,#33 T.H.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,#1 J.C. #2 A.B. #11 E.E. #15 P.K. #30 C.S.,#1 J.C.,#2 A.B.,#11 E.E.,#15 P.K.,#30 C.S.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#3 E.K. #24 A.G. #33 T.H.,#3 E.K.,#24 A.G.,#33 T.H.,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,#1 J.C. #5 T.S. #15 P.K. #20 J.F.,#1 J.C.,#5 T.S.,#15 P.K.,#20 J.F.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,#1 J.C. #2 A.B. #11 E.E. #15 P.K. #31 N.C.,#1 J.C.,#2 A.B.,#11 E.E.,#15 P.K.,#31 N.C.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#3 E.K. #30 C.S. #31 N.C.,#3 E.K.,#30 C.S.,#31 N.C.,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,#1 J.C. #5 T.S. #15 P.K. #21 J.J.,#1 J.C.,#5 T.S.,#15 P.K.,#21 J.J.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,#1 J.C. #2 A.B. #11 E.E. #15 P.K. #33 T.H.,#1 J.C.,#2 A.B.,#11 E.E.,#15 P.K.,#33 T.H.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#3 E.K. #30 C.S. #33 T.H.,#3 E.K.,#30 C.S.,#33 T.H.,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,#1 J.C. #5 T.S. #15 P.K. #22 R.F.,#1 J.C.,#5 T.S.,#15 P.K.,#22 R.F.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,#1 J.C. #2 A.B. #11 E.E. #20 J.F. #21 J.J.,#1 J.C.,#2 A.B.,#11 E.E.,#20 J.F.,#21 J.J.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#3 E.K. #31 N.C. #33 T.H.,#3 E.K.,#31 N.C.,#33 T.H.,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,#1 J.C. #5 T.S. #15 P.K. #24 A.G.,#1 J.C.,#5 T.S.,#15 P.K.,#24 A.G.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,#1 J.C. #2 A.B. #11 E.E. #20 J.F. #22 R.F.,#1 J.C.,#2 A.B.,#11 E.E.,#20 J.F.,#22 R.F.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#4 M.S. #5 T.S. #10 Z.B.,#4 M.S.,#5 T.S.,#10 Z.B.,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,#1 J.C. #5 T.S. #15 P.K. #30 C.S.,#1 J.C.,#5 T.S.,#15 P.K.,#30 C.S.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,#1 J.C. #2 A.B. #11 E.E. #20 J.F. #24 A.G.,#1 J.C.,#2 A.B.,#11 E.E.,#20 J.F.,#24 A.G.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#4 M.S. #5 T.S. #11 E.E.,#4 M.S.,#5 T.S.,#11 E.E.,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,#1 J.C. #5 T.S. #15 P.K. #31 N.C.,#1 J.C.,#5 T.S.,#15 P.K.,#31 N.C.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,#1 J.C. #2 A.B. #11 E.E. #20 J.F. #30 C.S.,#1 J.C.,#2 A.B.,#11 E.E.,#20 J.F.,#30 C.S.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#4 M.S. #5 T.S. #12 D.B.,#4 M.S.,#5 T.S.,#12 D.B.,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,#1 J.C. #5 T.S. #15 P.K. #33 T.H.,#1 J.C.,#5 T.S.,#15 P.K.,#33 T.H.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,#1 J.C. #2 A.B. #11 E.E. #20 J.F. #31 N.C.,#1 J.C.,#2 A.B.,#11 E.E.,#20 J.F.,#31 N.C.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#4 M.S. #5 T.S. #14 J.Z.,#4 M.S.,#5 T.S.,#14 J.Z.,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,#1 J.C. #5 T.S. #20 J.F. #21 J.J.,#1 J.C.,#5 T.S.,#20 J.F.,#21 J.J.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,#1 J.C. #2 A.B. #11 E.E. #20 J.F. #33 T.H.,#1 J.C.,#2 A.B.,#11 E.E.,#20 J.F.,#33 T.H.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#4 M.S. #5 T.S. #15 P.K.,#4 M.S.,#5 T.S.,#15 P.K.,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,#1 J.C. #5 T.S. #20 J.F. #22 R.F.,#1 J.C.,#5 T.S.,#20 J.F.,#22 R.F.,69,112.1,99.0,13.1,49.3,33.3,61.1,11.6,17.9,,,,#1 J.C. #2 A.B. #11 E.E. #21 J.J. #22 R.F.,#1 J.C.,#2 A.B.,#11 E.E.,#21 J.J.,#22 R.F.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#4 M.S. #5 T.S. #20 J.F.,#4 M.S.,#5 T.S.,#20 J.F.,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,#1 J.C. #5 T.S. #20 J.F. #24 A.G.,#1 J.C.,#5 T.S.,#20 J.F.,#24 A.G.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,#1 J.C. #2 A.B. #11 E.E. #21 J.J. #24 A.G.,#1 J.C.,#2 A.B.,#11 E.E.,#21 J.J.,#24 A.G.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#4 M.S. #5 T.S. #21 J.J.,#4 M.S.,#5 T.S.,#21 J.J.,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,#1 J.C. #5 T.S. #20 J.F. #30 C.S.,#1 J.C.,#5 T.S.,#20 J.F.,#30 C.S.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,#1 J.C. #2 A.B. #11 E.E. #21 J.J. #30 C.S.,#1 J.C.,#2 A.B.,#11 E.E.,#21 J.J.,#30 C.S.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#4 M.S. #5 T.S. #22 R.F.,#4 M.S.,#5 T.S.,#22 R.F.,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,#1 J.C. #5 T.S. #20 J.F. #31 N.C.,#1 J.C.,#5 T.S.,#20 J.F.,#31 N.C.,16,137.5,68.8,68.8,64.7,25.0,90.9,6.3,0.0,,,,#1 J.C. #2 A.B. #11 E.E. #21 J.J. #31 N.C.,#1 J.C.,#2 A.B.,#11 E.E.,#21 J.J.,#31 N.C.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#4 M.S. #5 T.S. #24 A.G.,#4 M.S.,#5 T.S.,#24 A.G.,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,#1 J.C. #5 T.S. #20 J.F. #33 T.H.,#1 J.C.,#5 T.S.,#20 J.F.,#33 T.H.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,#1 J.C. #2 A.B. #11 E.E. #21 J.J. #33 T.H.,#1 J.C.,#2 A.B.,#11 E.E.,#21 J.J.,#33 T.H.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#4 M.S. #5 T.S. #30 C.S.,#4 M.S.,#5 T.S.,#30 C.S.,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,#1 J.C. #5 T.S. #21 J.J. #22 R.F.,#1 J.C.,#5 T.S.,#21 J.J.,#22 R.F.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,#1 J.C. #2 A.B. #11 E.E. #22 R.F. #24 A.G.,#1 J.C.,#2 A.B.,#11 E.E.,#22 R.F.,#24 A.G.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#4 M.S. #5 T.S. #31 N.C.,#4 M.S.,#5 T.S.,#31 N.C.,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,#1 J.C. #5 T.S. #21 J.J. #24 A.G.,#1 J.C.,#5 T.S.,#21 J.J.,#24 A.G.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,#1 J.C. #2 A.B. #11 E.E. #22 R.F. #30 C.S.,#1 J.C.,#2 A.B.,#11 E.E.,#22 R.F.,#30 C.S.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#4 M.S. #5 T.S. #33 T.H.,#4 M.S.,#5 T.S.,#33 T.H.,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,#1 J.C. #5 T.S. #21 J.J. #30 C.S.,#1 J.C.,#5 T.S.,#21 J.J.,#30 C.S.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,#1 J.C. #2 A.B. #11 E.E. #22 R.F. #31 N.C.,#1 J.C.,#2 A.B.,#11 E.E.,#22 R.F.,#31 N.C.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#4 M.S. #10 Z.B. #11 E.E.,#4 M.S.,#10 Z.B.,#11 E.E.,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,#1 J.C. #5 T.S. #21 J.J. #31 N.C.,#1 J.C.,#5 T.S.,#21 J.J.,#31 N.C.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,#1 J.C. #2 A.B. #11 E.E. #22 R.F. #33 T.H.,#1 J.C.,#2 A.B.,#11 E.E.,#22 R.F.,#33 T.H.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#4 M.S. #10 Z.B. #12 D.B.,#4 M.S.,#10 Z.B.,#12 D.B.,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,#1 J.C. #5 T.S. #21 J.J. #33 T.H.,#1 J.C.,#5 T.S.,#21 J.J.,#33 T.H.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,#1 J.C. #2 A.B. #11 E.E. #24 A.G. #30 C.S.,#1 J.C.,#2 A.B.,#11 E.E.,#24 A.G.,#30 C.S.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#4 M.S. #10 Z.B. #14 J.Z.,#4 M.S.,#10 Z.B.,#14 J.Z.,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,#1 J.C. #5 T.S. #22 R.F. #24 A.G.,#1 J.C.,#5 T.S.,#22 R.F.,#24 A.G.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,#1 J.C. #2 A.B. #11 E.E. #24 A.G. #31 N.C.,#1 J.C.,#2 A.B.,#11 E.E.,#24 A.G.,#31 N.C.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#4 M.S. #10 Z.B. #15 P.K.,#4 M.S.,#10 Z.B.,#15 P.K.,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,#1 J.C. #5 T.S. #22 R.F. #30 C.S.,#1 J.C.,#5 T.S.,#22 R.F.,#30 C.S.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,#1 J.C. #2 A.B. #11 E.E. #24 A.G. #33 T.H.,#1 J.C.,#2 A.B.,#11 E.E.,#24 A.G.,#33 T.H.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#4 M.S. #10 Z.B. #20 J.F.,#4 M.S.,#10 Z.B.,#20 J.F.,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,#1 J.C. #5 T.S. #22 R.F. #31 N.C.,#1 J.C.,#5 T.S.,#22 R.F.,#31 N.C.,29,104.5,86.1,18.5,51.5,35.0,71.3,22.1,37.1,,,,#1 J.C. #2 A.B. #11 E.E. #30 C.S. #31 N.C.,#1 J.C.,#2 A.B.,#11 E.E.,#30 C.S.,#31 N.C.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#4 M.S. #10 Z.B. #21 J.J.,#4 M.S.,#10 Z.B.,#21 J.J.,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,#1 J.C. #5 T.S. #22 R.F. #33 T.H.,#1 J.C.,#5 T.S.,#22 R.F.,#33 T.H.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,#1 J.C. #2 A.B. #11 E.E. #30 C.S. #33 T.H.,#1 J.C.,#2 A.B.,#11 E.E.,#30 C.S.,#33 T.H.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#4 M.S. #10 Z.B. #22 R.F.,#4 M.S.,#10 Z.B.,#22 R.F.,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,#1 J.C. #5 T.S. #24 A.G. #30 C.S.,#1 J.C.,#5 T.S.,#24 A.G.,#30 C.S.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,#1 J.C. #2 A.B. #11 E.E. #31 N.C. #33 T.H.,#1 J.C.,#2 A.B.,#11 E.E.,#31 N.C.,#33 T.H.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#4 M.S. #10 Z.B. #24 A.G.,#4 M.S.,#10 Z.B.,#24 A.G.,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,#1 J.C. #5 T.S. #24 A.G. #31 N.C.,#1 J.C.,#5 T.S.,#24 A.G.,#31 N.C.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,#1 J.C. #2 A.B. #12 D.B. #14 J.Z. #15 P.K.,#1 J.C.,#2 A.B.,#12 D.B.,#14 J.Z.,#15 P.K.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#4 M.S. #10 Z.B. #30 C.S.,#4 M.S.,#10 Z.B.,#30 C.S.,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,#1 J.C. #5 T.S. #24 A.G. #33 T.H.,#1 J.C.,#5 T.S.,#24 A.G.,#33 T.H.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,#1 J.C. #2 A.B. #12 D.B. #14 J.Z. #20 J.F.,#1 J.C.,#2 A.B.,#12 D.B.,#14 J.Z.,#20 J.F.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#4 M.S. #10 Z.B. #31 N.C.,#4 M.S.,#10 Z.B.,#31 N.C.,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,#1 J.C. #5 T.S. #30 C.S. #31 N.C.,#1 J.C.,#5 T.S.,#30 C.S.,#31 N.C.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,#1 J.C. #2 A.B. #12 D.B. #14 J.Z. #21 J.J.,#1 J.C.,#2 A.B.,#12 D.B.,#14 J.Z.,#21 J.J.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#4 M.S. #10 Z.B. #33 T.H.,#4 M.S.,#10 Z.B.,#33 T.H.,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,#1 J.C. #5 T.S. #30 C.S. #33 T.H.,#1 J.C.,#5 T.S.,#30 C.S.,#33 T.H.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,#1 J.C. #2 A.B. #12 D.B. #14 J.Z. #22 R.F.,#1 J.C.,#2 A.B.,#12 D.B.,#14 J.Z.,#22 R.F.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#4 M.S. #11 E.E. #12 D.B.,#4 M.S.,#11 E.E.,#12 D.B.,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,#1 J.C. #5 T.S. #31 N.C. #33 T.H.,#1 J.C.,#5 T.S.,#31 N.C.,#33 T.H.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,#1 J.C. #2 A.B. #12 D.B. #14 J.Z. #24 A.G.,#1 J.C.,#2 A.B.,#12 D.B.,#14 J.Z.,#24 A.G.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#4 M.S. #11 E.E. #14 J.Z.,#4 M.S.,#11 E.E.,#14 J.Z.,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,#1 J.C. #10 Z.B. #11 E.E. #12 D.B.,#1 J.C.,#10 Z.B.,#11 E.E.,#12 D.B.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,#1 J.C. #2 A.B. #12 D.B. #14 J.Z. #30 C.S.,#1 J.C.,#2 A.B.,#12 D.B.,#14 J.Z.,#30 C.S.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
